ISBN,Імʼя автора,Жанр книги,Мова,Мова оригіналу,Назва видавця,Назва книги,Оригінальна назва,Перекладач,Рік видання
978-966-982-971-9,Донато Каррізі,Детективи,українська,,Віват,Ловець тіні. Книга 2,,,2023.0
978-617-15-0725-8,Р. Сірл,Романтична проза,українська,англійська,КСД,За п’ять років,In five years,Дмитрів Анастасія,2024.0
978-617-7279-64-7,Л. Ґрофф,Сучасні автори,українська,,Наш формат,Долі та фурії,,,2024.0
978-617-8109-99-8,,Комікси та манґи,українська,,Наша Ідея,"Прощавай, трояндовий саде. Том 1",,,2024.0
978-617-15-0368-7,Ш. Лапена,Детективи,українська,англійська,КСД,Нещаслива родина,Not a Happy Family,Кожедуб Д. Ю.,2023.0
978-966-982-728-9,Світлана Тараторіна,Фентезі,українська,,Віват,Дім солі,,,2023.0
978-617-8257-84-2,Ірина Вільде,Історична та пригодницька проза,українська,,Віхола,Сестри Річинські. Том 2,,,2023.0
978-617-12-9632-9,В. Голт,Романтична проза,українська,англійська,КСД,Маска Чарівниці,Mask of the Enchantress,Соломарська Олена,2024.0
978-617-690-981-1,С. Джіо,Романтична проза,українська,,Віват,Ожинова зима,,,2017.0
9786178203696,М. Гессе,Історична та пригодницька проза,українська,,Лабораторія,Дівчина у блакитному пальті,,,2023.0
978-617-12-8130-1,Ф. Герберт,Фантастика,українська,англійська,КСД,Бог-Імператор Дюни,God Emperor of Dune,Н. М. Михаловська,2020.0
978-966-993-990-6,Джон Маррс,Трилери та жахи,українська,,Bookchef,Пасажири,,,2022.0
978-617-7646-265,Дж. Кемпбелл,Сучасні автори,українська,,Терра Инкогнита,Тисячоликий герой,,,2021.0
978-617-15-0400-4,Е. Дорр,Сучасні автори,українська,англійська,КСД,Зозулина земля за хмарами,Cloud Cuckoo Land,Івахненко А. О.,2023.0
978-617-15-0375-5,Р. Гобб,Фентезі,українська,англійська,КСД,Учень убивці. Assassin 1,,Ю. В. Єфремов,2023.0
978-617-12-7686-4,А. Крісті,Детективи,українська,англійська,КСД,Чалий кінь,The Pale Horse,Є. О. Канчура,2020.0
978-617-12-9265-9,Дж. Мойєс,Романтична проза,українська,англійська,КСД,Після тебе. Книга 2,After you,,
978-617-95098-3-4,Nicke,Комікси та манґи,українська,,Lantsuta,Понад Хмарами. Том 3,,,2023.0
978-617-15-0617-6,Д. Браун,Сучасні автори,українська,англійська,КСД,Джерело,Origin,,2024.0
978-617-8202-11-8,,Комікси та манґи,українська,,Lantsuta,Туалетний привид Ханако. Том 1,,,2023.0
978-617-7782-21-5,Сара Андерсен,Комікси та манґи,українська,,Vovkulaka,ІКЛА,,,2023.0
978-617-8109-51-6,К. Вакуі,Комікси та манґи,українська,,Наша Ідея,Токійські месники.Том 6,,,2023.0
978-617-12-9855-2,А. Азімов,Фантастика,українська,англійська,КСД,Фундація та Імперія. Книга 2,Foundation and the Empire,Р. В. Клочко,
978-617-17-0286-8,М. Клер,Детективи,українська,,Віват,Я дозволила тобі піти,,,2023.0
978-617-7960-67-5,Сем’янків А.,Трилери та жахи,українська,,Віхола,Танці з кістками,,,2022.0
978-617-12-9305-2,З. Лешко,Сучасні автори,українська,,КСД,Щасливі не плачуть,,,
978-617-12-4739-0,М. Кідрук,Сучасні автори,українська,,КСД,Жорстоке небо,,,2018.0
978-617-8248-87-1,К. Гувер,Сучасні автори,українська,,Рідна мова,Спогади про нього,,,2023.0
978-617-548-101-1,К. Воннеґут,Сучасні автори,українська,,Bookchef,Колиска для кішки,,,2022.0
978-617-8109-54-7,Акіхіто Цукуші,Комікси та манґи,українська,,Наша Ідея,"Зроблено в Безодні, том 3",,,2023.0
978-966-993-703-2,С. Коллінз,Фантастика,українська,,Bookchef,Балада про співочих пташок і змій + суперобкладинка,,,2023.0
978-617-12-8351-0,А. Сапковський,Фентезі,українська,,КСД,Відьмак. Останнє бажання. Книга 1,,,
978-617-12-5629-3,В. Шкляр,Сучасні автори,українська,,КСД,Тінь сови,,,2018.0
"978-617-12-9146-1,  978-617-12-2260-1",Н. Гурницька,Сучасні автори,українська,,КСД,Мелодія кави у тональності кардамону + Мелодія кави в тональності сподівання,,,
978-617-679-644-2,Ж. Діккер,Детективи,українська,,Видавництво Старого Лева,Книга Балтиморів,,,2019.0
978-617-8280-97-0,Л. Новлін,Романтична проза,українська,,Видавництво РМ,Якби він був зі мною,,,2023.0
978-966-917-696-7,Д. Гаузер,Комікси та манґи,українська,,Рідна мова,Stranger Things. У полум’я. Книга 3,,,2021.0
978-617-679-453-0,Т. Пратчетт,Фентезі,українська,,Видавництво Старого Лева,Колір магії,,,2017.0
978-617-548-137-0,Оскар Вайлд,Класична література,українська,,Bookchef,Портрет Доріана Ґрея,,,2023.0
978-617-7820-08-5,Ф. Бакман,Сучасні автори,українська,,Книголав,Ведмеже місто,,,2019.0
978-617-629-707-9,А. Дж. Кронін,Сучасні автори,українська,,Апріорі,Юдине дерево,,,2021.0
978-966-948-809-1,Девід Ґренн,Детективи,українська,,Видавнича група КМ-БУКС,Вбивці квіткової повні: таємниця індіанських убивств та народження ФБР (кінопроект),,,2023.0
978-617-585-196-8,М. Матіос,Сучасні автори,українська,,А-БА-БА-ГА-ЛА-МА-ГА,Майже ніколи не навпаки,,,2021.0
978-617-679-912-2,Т. Пратчетт,Фентезі,українська,,Видавництво Старого Лева,Рухомі картинки,,,2022.0
978-617-548-148-6,Дж. Л. Арментраут,Фентезі,українська,англійська,Bookchef,Із крові й попелу. Книга 1 (Подарункове видання),From Blood and Ash,,2023.0
978-617-8012-04-5,Шваб В.,Фентезі,українська,,Книголав,Незриме життя Адді Лярю,,,2022.0
